indicator_id,YearStart,YearEnd,LocationDesc,Topic,Question,DataValueUnit,DataValue
5974,2018,2018,Illinois,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,66.2
6505,2017,2017,Guam,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,4.7
1806,2012,2012,Louisiana,Chronic Kidney Disease,Incidence of treated end-stage renal disease attributed to diabetes,"cases per 1,000,000",171.6
4347,2012,2012,Washington,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,69.9
7996,2018,2018,Texas,Oral Health,All teeth lost among adults aged >= 65 years,%,13.4
5239,2014,2014,Minnesota,Overarching Conditions,Premature mortality among adults aged 45-64 years,"cases per 100,000",451.7
5209,2018,2018,District of Columbia,Tobacco,Current cigarette smoking among women aged 18-44 years,%,11.5
9787,2016,2016,North Dakota,Overarching Conditions,Fair or poor self-rated health status among adults aged >= 18 years,%,13.8
5944,2017,2017,Nebraska,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,77.1
785,2014,2014,New York,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,%,56
4247,2010,2014,Ohio,Cancer,"Cancer of the colon and rectum (colorectal), incidence","per 100,000",46.5
1909,2016,2016,Alaska,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,
9716,2014,2014,Montana,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,49.4
5299,2016,2016,District of Columbia,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,2.6
3531,2014,2014,Iowa,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,65.1
1993,2010,2010,Arizona,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",112.5
2841,2017,2017,Delaware,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,
8721,2011,2015,Kansas,Cancer,"Cancer of the colon and rectum (colorectal), mortality",,
595,2016,2016,Michigan,Alcohol,Alcohol use before pregnancy,%,
2111,2015,2015,United States,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,39.3
3238,2012,2012,Washington,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,
5501,2011,2011,Puerto Rico,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,
2688,2015,2015,Oregon,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,,56
8963,2015,2015,Colorado,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,"cases per 1,000",4.31
4373,2010,2014,Mississippi,Cancer,"Cancer of the lung and bronchus, incidence",,711
1353,2013,2013,Oklahoma,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,45.6
376,2011,2011,Arkansas,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",66.03
819,2011,2011,Kansas,Overarching Conditions,Premature mortality among adults aged 45-64 years,,4592
6651,2018,2018,Vermont,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,36.2
8407,2014,2014,Arkansas,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,41.3
7997,2013,2013,Ohio,Cardiovascular Disease,Mortality from heart failure,"cases per 100,000",107.3
338,2013,2013,Oregon,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,%,
2160,2014,2014,Illinois,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,
5669,2013,2013,Kentucky,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,%,51.9
1533,2014,2014,Illinois,Chronic Kidney Disease,Mortality with end-stage renal disease,,142
2349,2011,2015,Nevada,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence","per 100,000",
4214,2016,2016,South Dakota,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,"cases per 100,000",
6133,2012,2012,Kansas,Overarching Conditions,High school completion among adults aged 18-24 years,%,84.7
3713,2012,2012,Texas,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",95.28
95,2009,2013,Kentucky,Cancer,"Cancer of the oral cavity and pharynx, mortality","per 100,000",4.5
9641,2012,2012,Alabama,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,40.7
4466,2013,2013,Texas,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,
9087,2014,2014,Rhode Island,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,4.0
4558,2010,2010,West Virginia,Diabetes,Hospitalization with diabetes as a listed diagnosis,"cases per 10,000",
9133,2011,2011,New Hampshire,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke,%,
2851,2017,2017,Virginia,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,50.3
8904,2011,2015,Minnesota,Cancer,"Cancer of the lung and bronchus, incidence",,1686
7101,2011,2011,Idaho,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,"cases per 100,000",265.4
3872,2013,2013,Idaho,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,%,32.6
4016,2015,2015,Minnesota,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,
5643,2012,2012,South Carolina,Cardiovascular Disease,Mortality from coronary heart disease,,
1717,2014,2014,Colorado,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,7.3
1052,2015,2015,New York,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",27.6
9991,2017,2017,Louisiana,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,
2411,2011,2015,Colorado,Cancer,"Cancer of the oral cavity and pharynx, mortality","per 100,000",2.6
6405,2011,2011,Pennsylvania,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",
4715,2013,2013,Virgin Islands,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,
3087,2017,2017,Wyoming,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,2.2
7357,2013,2013,Puerto Rico,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,
5698,2017,2017,Oklahoma,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,"cases per 100,000",
5279,2017,2017,Pennsylvania,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,
2856,2016,2016,Georgia,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,
7166,2017,2017,New York,"Nutrition, Physical Activity, and Weight Status",Obesity among high school students,%,7.6
913,2017,2017,West Virginia,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,
7238,2013,2013,North Carolina,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,54.8
6314,2013,2013,Indiana,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,15.9
1951,2012,2012,Missouri,Older Adults,Prevalence of 2 or more chronic conditions among Medicare-enrolled persons aged >= 65 years,%,61.1
365,2011,2011,Montana,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,35.1
1013,2011,2015,Oklahoma,Cancer,"Invasive cancer of the female breast, incidence",,201
835,2013,2013,Wisconsin,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,,57
9013,2013,2013,Vermont,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,%,24.2
8929,2015,2015,North Dakota,Overarching Conditions,Poverty,%,8.9
8332,2008,2012,Minnesota,Cancer,"Cancer of the oral cavity and pharynx, mortality","per 100,000",1.6
7287,2013,2013,Hawaii,Alcohol,Alcohol use among youth,%,25.2
1888,2018,2018,Oregon,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,49.5
569,2011,2011,Missouri,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,60.8
5515,2012,2012,Montana,Cancer,Mammography use among women aged 50-74 years,%,
1725,2015,2015,North Carolina,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,58.1
7280,2014,2014,Nevada,Cardiovascular Disease,Hospitalization for acute myocardial infarction,"cases per 10,000",17.45
4171,2018,2018,New York,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,58.4
2351,2010,2010,Ohio,Alcohol,Chronic liver disease mortality,,1244
3838,2011,2011,Alaska,Overarching Conditions,Current lack of health insurance among adults aged 18-64 years,%,
9535,2011,2011,District of Columbia,Cardiovascular Disease,High cholesterol prevalence among adults aged >= 18 years,%,32.6
9435,2012,2012,Washington,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,82.4
8615,2013,2013,Maine,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,71
9408,2012,2016,Tennessee,Cancer,"Cancer of the female breast, mortality",,6
4990,2014,2014,District of Columbia,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,9.0
4773,2015,2015,Virginia,Alcohol,Alcohol use before pregnancy,%,51.4
1178,2012,2012,Louisiana,Diabetes,Diabetes prevalence among women aged 18-44 years,%,9.8
7397,2014,2014,Arizona,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,%,1.8
5256,2008,2012,North Carolina,Cancer,"Cancer of the colon and rectum (colorectal), incidence","per 100,000",19
1814,2012,2016,New York,Cancer,"Cancer of the colon and rectum (colorectal), mortality","per 100,000",13.2
6422,2012,2012,Idaho,Alcohol,Heavy drinking among adults aged >= 18 years,%,
3616,2016,2016,Texas,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,
5952,2016,2016,West Virginia,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,
5387,2010,2010,California,Asthma,Asthma mortality rate,"cases per 1,000,000",22.8
8114,2017,2017,Colorado,Overarching Conditions,High school completion among adults aged 18-24 years,%,88.7
4293,2017,2017,Massachusetts,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,
9310,2012,2012,Alaska,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,
2400,2012,2012,Oregon,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",7.80
9752,2010,2010,Rhode Island,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",
4319,2013,2013,Wisconsin,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",
8052,2013,2013,Connecticut,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,
7843,2015,2015,Alabama,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,70.7
3489,2012,2012,Alabama,Cardiovascular Disease,Mortality from total cardiovascular diseases,"cases per 100,000",84.1
6971,2010,2010,Georgia,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",14.19
1921,2011,2011,Michigan,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,,12211
8025,2012,2016,Wisconsin,Cancer,"Cancer of the lung and bronchus, incidence","per 100,000",72.9
3248,2016,2016,Oklahoma,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,
614,2014,2014,Minnesota,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",18.65
1864,2017,2017,Utah,Arthritis,Adults aged >= 18 years with arthritis who have taken a class to learn how to manage arthritis symptoms,%,11.5
8729,2016,2016,South Carolina,Asthma,Asthma mortality rate,,44
3663,2018,2018,South Dakota,Oral Health,All teeth lost among adults aged >= 65 years,%,
1557,2015,2015,South Dakota,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,49.0
8167,2015,2015,Washington,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,
6189,2011,2011,Virginia,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,27.5
883,2017,2017,Ohio,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",102.0
5144,2017,2017,North Carolina,Cardiovascular Disease,Mortality from total cardiovascular diseases,Number,25777
6976,2018,2018,New Mexico,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,5.1
7522,2012,2012,Kentucky,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,43.6
1847,2013,2013,Colorado,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,21.2
8677,2013,2013,South Dakota,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis,"cases per 10,000",41.39
7530,2015,2015,South Carolina,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,%,82.2
8666,2012,2012,South Carolina,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,
8859,2018,2018,New Mexico,Alcohol,Binge drinking prevalence among women aged 18-44 years,%,
7302,2008,2012,Kansas,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",
895,2013,2013,Texas,Disability,Disability among adults aged >= 65 years,%,
5581,2013,2013,South Dakota,Cardiovascular Disease,Hospitalization for acute myocardial infarction,"cases per 10,000",22.59
9467,2015,2015,Idaho,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),Number,21
375,2010,2010,Idaho,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,"cases per 100,000",239.6
8826,2012,2012,Oklahoma,Asthma,Asthma mortality rate,"cases per 1,000,000",
2102,2014,2014,District of Columbia,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,8.2
9717,2018,2018,Minnesota,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,4.1
7882,2015,2015,Kentucky,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,
2248,2015,2015,Arkansas,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,72.8
3042,2010,2010,Nevada,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,"cases per 100,000",
4772,2013,2013,Virginia,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,
5362,2016,2016,Montana,Oral Health,No tooth loss among adults aged 18-64 years,%,58.8
497,2013,2013,Washington,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,4.9
3230,2015,2015,Nebraska,Cardiovascular Disease,Hospitalization for acute myocardial infarction,"cases per 10,000",
7808,2014,2014,Indiana,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,
8272,2012,2016,Nebraska,Cancer,"Invasive cancer of the prostate, incidence","per 100,000",80
3593,2013,2013,Iowa,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,58.8
3145,2015,2015,Wisconsin,Tobacco,Current smoking among adults aged >= 18 years,%,
8749,2017,2017,Maine,Tobacco,Current smoking among adults aged >= 18 years,%,30.4
3508,2010,2010,New Hampshire,Alcohol,Chronic liver disease mortality,"cases per 100,000",8.1
2391,2018,2018,Iowa,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,75.8
1167,2017,2017,New York,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",15.33
5174,2017,2017,Indiana,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,24.2
1,2017,2017,Virginia,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,,
6781,2012,2012,Tennessee,Oral Health,Six or more teeth lost among adults aged >= 65 years,%,65.2
529,2018,2018,Virginia,Tobacco,Quit attempts in the past year among current smokers,%,69.2
1972,2017,2017,Ohio,Asthma,Current asthma prevalence among adults aged >= 18 years,%,15.6
12,2013,2013,Indiana,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,87.6
6963,2011,2011,West Virginia,Arthritis,Severe joint pain due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,37.3
4870,2014,2014,Kansas,Overarching Conditions,Premature mortality among adults aged 45-64 years,,4025
7455,2013,2013,New York,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,"cases per 100,000",1.2
9156,2016,2016,Virgin Islands,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,6.7
6529,2012,2016,Washington,Cancer,"Invasive cancer of the prostate, incidence",,3422
5654,2015,2015,New York,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,61.2
1950,2014,2014,Indiana,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",12.40
4587,2009,2013,Texas,Cancer,"Cancer of the oral cavity and pharynx, mortality","per 100,000",1.3
3300,2017,2017,Rhode Island,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,30.1
1839,2015,2015,Guam,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis,,
2755,2014,2014,Idaho,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,
3706,2014,2014,Rhode Island,Tobacco,Quit attempts in the past year among current smokers,%,65.9
1186,2012,2016,Montana,Cancer,"Cancer of the lung and bronchus, mortality","per 100,000",
730,2012,2012,New Hampshire,Cancer,Papanicolaou smear use among adult women aged 21-65 years,%,87.2
8430,2012,2016,Oregon,Cancer,"Cancer of the lung and bronchus, mortality","per 100,000",45.9
3344,2018,2018,New York,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,32.6
9550,2009,2013,South Dakota,Cancer,"Cancer of the oral cavity and pharynx, mortality","per 100,000",
6908,2015,2015,Florida,Tobacco,Quit attempts in the past year among current smokers,%,
7260,2012,2012,Colorado,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,"cases per 1,000",21.34
3348,2013,2013,Idaho,Cardiovascular Disease,Mortality from total cardiovascular diseases,,66
2117,2012,2016,New Jersey,Cancer,"Invasive cancer (all sites combined), mortality","per 100,000",73.5
4580,2011,2015,Alabama,Cancer,"Cancer of the female cervix, mortality",,98
9935,2013,2013,South Dakota,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,74.3
5672,2015,2015,Virginia,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,
2255,2014,2014,Hawaii,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,74.2
7143,2018,2018,Nebraska,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,
1865,2015,2015,Alabama,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,
1743,2016,2016,Texas,Oral Health,All teeth lost among adults aged >= 65 years,%,11.8
8091,2010,2014,New Jersey,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",268.8
1320,2014,2014,District of Columbia,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,66.8
8602,2011,2011,Tennessee,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,
910,2018,2018,Arkansas,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,
6157,2014,2014,Utah,Older Adults,Proportion of older adults aged 50-64 years who are up to date on a core set of clinical preventive services,%,
1480,2013,2013,Oregon,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,
3095,2016,2016,Delaware,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,
3759,2008,2012,Nebraska,Cancer,"Melanoma, mortality","per 100,000",
3965,2008,2012,North Dakota,Cancer,"Cancer of the prostate, mortality","per 100,000",
6276,2012,2012,Michigan,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,83.4
9356,2018,2018,Tennessee,Oral Health,No tooth loss among adults aged 18-64 years,%,59.7
4720,2013,2013,Texas,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,34.9
1905,2011,2011,Kansas,Asthma,Asthma mortality rate,,
6109,2014,2014,West Virginia,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,
6718,2010,2014,New Hampshire,Cancer,"Invasive cancer (all sites combined), mortality","per 100,000",165.8
470,2011,2011,Nevada,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,51.3
329,2016,2016,Oregon,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,,325
597,2012,2012,Kentucky,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,60.3
1620,2011,2011,Tennessee,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,
7156,2009,2013,Texas,Cancer,"Invasive cancer of the prostate, incidence",,2151
4573,2010,2014,Iowa,Cancer,"Cancer of the colon and rectum (colorectal), mortality","per 100,000",
8344,2016,2016,Kentucky,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,43.5
6357,2012,2012,Louisiana,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke,%,23.4
5568,2016,2016,North Dakota,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,3.0
4954,2015,2015,Arizona,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,27.6
5208,2018,2018,Kentucky,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,44.3
7947,2012,2012,Ohio,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,63.4
3313,2016,2016,North Dakota,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,"cases per 1,000",60.09
6447,2015,2015,Louisiana,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,63.1
3012,2013,2013,New Hampshire,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,
1585,2015,2015,Delaware,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,50.0
4588,2016,2016,United States,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,12.0
3963,2014,2014,Alaska,Cardiovascular Disease,Mortality from total cardiovascular diseases,"cases per 100,000",
1053,2009,2013,Ohio,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",515.9
5360,2016,2016,Illinois,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,%,
570,2014,2014,North Carolina,Oral Health,All teeth lost among adults aged >= 65 years,%,18.1
2039,2018,2018,Kansas,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke,%,
3897,2014,2014,Indiana,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,
4209,2010,2010,New Mexico,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis,"cases per 10,000",29.60
8529,2018,2018,District of Columbia,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,43.5
3529,2014,2014,New Mexico,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke,%,27.3
1545,2013,2013,Nevada,Overarching Conditions,Poverty,%,15.8
178,2012,2012,North Carolina,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,%,54.0
4668,2010,2010,Oklahoma,Cardiovascular Disease,Mortality from diseases of the heart,"cases per 100,000",114.6
1616,2012,2012,Georgia,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,81.3
3021,2016,2016,Kansas,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,66.7
9801,2013,2013,Arizona,Cancer,Recent Papanicolaou smear use among women aged 21-44 years,%,
368,2017,2017,South Dakota,"Nutrition, Physical Activity, and Weight Status",Healthy weight among high school students,%,
5069,2015,2015,Connecticut,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,31.4
7426,2014,2014,Wisconsin,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,
9593,2011,2011,Nevada,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,1.2
2516,2011,2011,Kansas,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,12.8
2441,2010,2014,Minnesota,Cancer,"Cancer of the oral cavity and pharynx, mortality",,4
1522,2012,2012,Oklahoma,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,
2305,2017,2017,Arizona,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,Number,4.4
1550,2008,2012,Florida,Cancer,"Invasive cancer of the cervix, incidence","per 100,000",
5227,2010,2014,Arkansas,Cancer,"Invasive cancer (all sites combined), mortality","per 100,000",153.8
9511,2018,2018,New Jersey,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,%,1.6
8190,2012,2012,North Carolina,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,"cases per 1,000",16.26
4050,2012,2012,Illinois,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,45.8
180,2016,2016,Delaware,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,
6547,2018,2018,Guam,Tobacco,Current smoking among adults aged >= 18 years,%,27.9
